name,price,capacity,price_per_gb,type,cache,form_factor,interface,brand,model,slug
Samsung 860 Evo,406.11,2000.0,0.203,SSD,2048.0,M.2-2280,SATA,Samsung,860 Evo,samsung-860-evo-2000-0-sata
FanXiang S770,289.99,4000.0,0.072,SSD,,M.2-2280,PCIe Gen4,FanXiang,S770,fanxiang-s770-4000-0-pcie-gen4
TEAMGROUP T-FORCE G70 PRO Aluminum,284.99,4000.0,0.071,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,T-FORCE G70 PRO Aluminum,teamgroup-t-force-g70-pro-aluminum-4000-0-pcie-gen4
Orico D10,59.99,1000.0,0.06,SSD,,M.2-2280,PCIe Gen4,Orico,D10,orico-d10-1000-0-pcie-gen4
Seagate SkyHawk,75.98,2000.0,0.038,5900,64.0,3.5,SATA,Seagate,SkyHawk,seagate-skyhawk-2000-0-sata
Intel 660p,71.98,512.0,0.141,SSD,,M.2-2280,PCIe Gen4,Intel,660p,intel-660p-512-0-pcie-gen4
ADATA XPG GAMMIX S50 Lite,205.18,1000.0,0.205,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG GAMMIX S50 Lite,adata-xpg-gammix-s50-lite-1000-0-pcie-gen4
KingSpec NXM,54.99,1000.0,0.055,SSD,,M.2-2242,PCIe Gen4,KingSpec,NXM,kingspec-nxm-1000-0-pcie-gen4
Seagate SkyHawk AI,196.99,8000.0,0.025,7200,256.0,3.5,SATA,Seagate,SkyHawk AI,seagate-skyhawk-ai-8000-0-sata
Western Digital Red Plus,260.0,8000.0,0.033,7200,256.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-8000-0-sata
Western Digital Purple Surveillance,89.99,3000.0,0.03,5400,256.0,3.5,SATA,Western,Digital Purple Surveillance,western-digital-purple-surveillance-3000-0-sata
Orico Y-20,46.78,1000.0,0.047,SSD,,2.5,SATA,Orico,Y-20,orico-y-20-1000-0-sata
Timetec 30TT253X2,46.99,1000.0,0.047,SSD,,2.5,SATA,Timetec,30TT253X2,timetec-30tt253x2-1000-0-sata
OCZ Agility 3,149.99,60.0,2.5,SSD,,2.5,SATA,OCZ,Agility 3,ocz-agility-3-60-0-sata
ADATA XPG SPECTRIX S20G,66.06,500.0,0.132,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG SPECTRIX S20G,adata-xpg-spectrix-s20g-500-0-pcie-gen4
Gigabyte GP-GSTFS31256GTND,30.76,256.0,0.12,SSD,,2.5,SATA,Gigabyte,GP-GSTFS31256GTND,gigabyte-gp-gstfs31256gtnd-256-0-sata
Verbatim Vi3000,27.99,256.0,,SSD,,M.2-2280,PCIe Gen4,Verbatim,Vi3000,verbatim-vi3000-256-0-pcie-gen4
TEAMGROUP T-Create Classic DL,119.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,T-Create Classic DL,teamgroup-t-create-classic-dl-2000-0-pcie-gen4
Kingston KC600,102.95,1024.0,0.101,SSD,,mSATA,SATA,Kingston,KC600,kingston-kc600-1024-0-sata
TEAMGROUP T-Create Classic C47,259.99,4000.0,0.065,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,T-Create Classic C47,teamgroup-t-create-classic-c47-4000-0-pcie-gen4
Western Digital WD Red Pro,310.0,10000.0,0.031,7200,256.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-10000-0-sata
Toshiba OCZ TR200,25.99,240.0,0.108,SSD,,2.5,SATA,Toshiba,OCZ TR200,toshiba-ocz-tr200-240-0-sata
Micron 5200 Ion,1099.0,7680.0,0.143,SSD,,2.5,SATA,Micron,5200 Ion,micron-5200-ion-7680-0-sata
Inland QN322,59.99,1000.0,0.06,SSD,,M.2-2280,PCIe Gen4,Inland,QN322,inland-qn322-1000-0-pcie-gen4
Seagate EXOS Enterprise,159.99,4000.0,0.04,7200,256.0,3.5,SATA,Seagate,EXOS Enterprise,seagate-exos-enterprise-4000-0-sata
Western Digital Red Plus,135.0,4000.0,0.034,5400,128.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-4000-0-sata
Corsair MP600 PRO LPX,344.99,4000.0,0.086,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO LPX,corsair-mp600-pro-lpx-4000-0-pcie-gen4
PNY CS2130,44.98,500.0,,SSD,,M.2-2280,PCIe Gen4,PNY,CS2130,pny-cs2130-500-0-pcie-gen4
Seagate Barracuda Green,90.67,2000.0,0.045,5900,64.0,3.5,SATA,Seagate,Barracuda Green,seagate-barracuda-green-2000-0-sata
Corsair MP600,324.99,2000.0,0.162,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600,corsair-mp600-2000-0-pcie-gen4
TEAMGROUP T-FORCE G70 PRO Aluminum,79.98,1000.0,0.08,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,T-FORCE G70 PRO Aluminum,teamgroup-t-force-g70-pro-aluminum-1000-0-pcie-gen4
Micron 9300 Pro,959.0,7680.0,0.125,SSD,,2.5,U.2,Micron,9300 Pro,micron-9300-pro-7680-0-u-2
Seagate IronWolf NAS,257.45,10000.0,0.026,7200,256.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-10000-0-sata
Toshiba P300,85.18,2000.0,0.043,5400,128.0,3.5,SATA,Toshiba,P300,toshiba-p300-2000-0-sata
Transcend 250S,187.92,2000.0,0.094,SSD,,M.2-2280,PCIe Gen4,Transcend,250S,transcend-250s-2000-0-pcie-gen4
Western Digital Black,286.99,6000.0,0.048,7200,128.0,3.5,SATA,Western,Digital Black,western-digital-black-6000-0-sata
Corsair MP510,173.55,960.0,0.181,SSD,,M.2-2280,PCIe Gen4,Corsair,MP510,corsair-mp510-960-0-pcie-gen4
Western Digital Green,115.0,480.0,0.24,SSD,,M.2-2280,SATA,Western,Digital Green,western-digital-green-480-0-sata
Seagate BarraCuda Pro Compute,56.99,500.0,,7200,128.0,2.5,SATA,Seagate,BarraCuda Pro Compute,seagate-barracuda-pro-compute-500-0-sata
Western Digital Purple,79.98,2000.0,0.04,5400,,3.5,SATA,Western,Digital Purple,western-digital-purple-2000-0-sata
Western Digital Red,257.0,8000.0,0.032,5400,256.0,3.5,SATA,Western,Digital Red,western-digital-red-8000-0-sata
Intenso High Performance,65.41,960.0,0.068,SSD,,2.5,SATA,Intenso,High Performance,intenso-high-performance-960-0-sata
Toshiba P300,85.82,2000.0,0.043,5400,256.0,3.5,SATA,Toshiba,P300,toshiba-p300-2000-0-sata
Western Digital VelociRaptor,189.95,300.0,0.633,10000,16.0,3.5,SATA,Western,Digital VelociRaptor,western-digital-velociraptor-300-0-sata
Western Digital Black,64.99,1000.0,0.065,7200,32.0,2.5,SATA,Western,Digital Black,western-digital-black-1000-0-sata
Western Digital Caviar Blue,58.99,640.0,0.092,7200,16.0,3.5,SATA,Western,Digital Caviar Blue,western-digital-caviar-blue-640-0-sata
SanDisk Ultra II,199.99,480.0,0.417,SSD,,2.5,SATA,SanDisk,Ultra II,sandisk-ultra-ii-480-0-sata
Intel 600p,104.0,512.0,0.203,SSD,,M.2-2280,PCIe Gen4,Intel,600p,intel-600p-512-0-pcie-gen4
Gigabyte GP-GSTFS31120GNTD,24.35,120.0,0.203,SSD,,2.5,SATA,Gigabyte,GP-GSTFS31120GNTD,gigabyte-gp-gstfs31120gntd-120-0-sata
Nextorage NEM-PAC,234.99,4000.0,0.059,SSD,,M.2-2280,PCIe Gen4,Nextorage,NEM-PAC,nextorage-nem-pac-4000-0-pcie-gen4
Verbatim Vi5000,49.99,512.0,0.098,SSD,,M.2-2280,PCIe Gen4,Verbatim,Vi5000,verbatim-vi5000-512-0-pcie-gen4
TEAMGROUP T-Create Classic C47,74.98,1000.0,0.075,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,T-Create Classic C47,teamgroup-t-create-classic-c47-1000-0-pcie-gen4
Seagate SkyHawk Surveillance +Rescue,191.98,8000.0,0.024,5400,256.0,3.5,SATA,Seagate,SkyHawk Surveillance +Rescue,seagate-skyhawk-surveillance-rescue-8000-0-sata
Verbatim Vi550,14.99,128.0,0.117,SSD,,2.5,SATA,Verbatim,Vi550,verbatim-vi550-128-0-sata
Inland Performance Plus,299.99,4000.0,0.075,SSD,,M.2-2280,PCIe Gen4,Inland,Performance Plus,inland-performance-plus-4000-0-pcie-gen4
Western Digital Black SN750,459.99,4000.0,0.115,SSD,,M.2-2280,PCIe Gen4,Western,Digital Black SN750,western-digital-black-sn750-4000-0-pcie-gen4
Seagate Exos 7E8 512e,267.29,8000.0,0.033,7200,256.0,3.5,SATA,Seagate,Exos 7E8 512e,seagate-exos-7e8-512e-8000-0-sata
Hitachi Ultrastar He10,268.06,10000.0,0.027,7200,256.0,3.5,SATA,Hitachi,Ultrastar He10,hitachi-ultrastar-he10-10000-0-sata
Crucial P310,79.99,1000.0,0.08,SSD,,M.2-2230,PCIe Gen4,Crucial,P310,crucial-p310-1000-0-pcie-gen4
Corsair MP600 ELITE PS5,159.99,2000.0,0.08,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 ELITE PS5,corsair-mp600-elite-ps5-2000-0-pcie-gen4
Timetec PINNACLE SD1-INDEX,124.99,2000.0,0.062,SSD,,M.2-2280,PCIe Gen4,Timetec,PINNACLE SD1-INDEX,timetec-pinnacle-sd1-index-2000-0-pcie-gen4
Seagate EXOS Enterprise,389.99,14000.0,,7200,256.0,3.5,SATA,Seagate,EXOS Enterprise,seagate-exos-enterprise-14000-0-sata
Inland QN322,109.99,2000.0,,SSD,,M.2-2280,PCIe Gen4,Inland,QN322,inland-qn322-2000-0-pcie-gen4
Seagate Enterprise,247.99,8000.0,0.031,7200,256.0,3.5,SATA,Seagate,Enterprise,seagate-enterprise-8000-0-sata
Silicon Power UD90,40.8,250.0,0.163,SSD,,M.2-2280,PCIe Gen4,Silicon,Power UD90,silicon-power-ud90-250-0-pcie-gen4
Western Digital Gold,290.89,6000.0,0.048,7200,256.0,3.5,SATA,Western,Digital Gold,western-digital-gold-6000-0-sata
ADATA XPG GAMMIX S50 Lite,338.38,2000.0,0.169,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG GAMMIX S50 Lite,adata-xpg-gammix-s50-lite-2000-0-pcie-gen4
Crucial M500,104.99,240.0,0.437,SSD,,2.5,SATA,Crucial,M500,crucial-m500-240-0-sata
Silicon Power Silm S55,16.76,120.0,0.14,SSD,,2.5,SATA,Silicon,Power Silm S55,silicon-power-silm-s55-120-0-sata
Lexar NM610,59.99,500.0,0.12,SSD,,M.2-2280,PCIe Gen4,Lexar,NM610,lexar-nm610-500-0-pcie-gen4
Western Digital VelociRaptor,197.0,150.0,1.313,10000,16.0,3.5,SATA,Western,Digital VelociRaptor,western-digital-velociraptor-150-0-sata
HP EX950,114.58,1000.0,0.115,SSD,,M.2-2280,PCIe Gen4,HP,EX950,hp-ex950-1000-0-pcie-gen4
Seagate BarraCuda 510,139.99,1000.0,0.14,SSD,,M.2-2280,PCIe Gen4,Seagate,BarraCuda 510,seagate-barracuda-510-1000-0-pcie-gen4
Toshiba N300 Pro,348.99,18000.0,0.019,7200,512.0,3.5,SATA,Toshiba,N300 Pro,toshiba-n300-pro-18000-0-sata
Western Digital Blue SA510,69.99,1000.0,0.07,SSD,,M.2-2280,SATA,Western,Digital Blue SA510,western-digital-blue-sa510-1000-0-sata
KingSpec NXM,24.99,256.0,0.098,SSD,,M.2-2242,PCIe Gen4,KingSpec,NXM,kingspec-nxm-256-0-pcie-gen4
Kingston Q500,32.31,240.0,0.135,SSD,,2.5,SATA,Kingston,Q500,kingston-q500-240-0-sata
Hitachi Ultrastar 7K3000,151.44,2000.0,0.076,7200,64.0,3.5,SATA,Hitachi,Ultrastar 7K3000,hitachi-ultrastar-7k3000-2000-0-sata
Seagate Momentus 5400.6,44.99,250.0,0.18,5400,8.0,2.5,SATA,Seagate,Momentus 5400.6,seagate-momentus-5400-6-250-0-sata
Toshiba N300 Pro,294.99,16000.0,0.018,7200,512.0,3.5,SATA,Toshiba,N300 Pro,toshiba-n300-pro-16000-0-sata
Toshiba N300,324.99,18000.0,0.018,7200,,3.5,SATA,Toshiba,N300,toshiba-n300-18000-0-sata
Western Digital RE4,65.0,1000.0,0.065,7200,64.0,3.5,SATA,Western,Digital RE4,western-digital-re4-1000-0-sata
Western Digital Blue SA510,29.99,250.0,0.12,SSD,,M.2-2280,SATA,Western,Digital Blue SA510,western-digital-blue-sa510-250-0-sata
Toshiba N300 NAS,172.99,8000.0,0.022,7200,512.0,3.5,SATA,Toshiba,N300 NAS,toshiba-n300-nas-8000-0-sata
Western Digital Gold,91.79,1000.0,0.092,7200,128.0,3.5,SATA,Western,Digital Gold,western-digital-gold-1000-0-sata
Toshiba N300 NAS,194.99,10000.0,0.019,7200,512.0,3.5,SATA,Toshiba,N300 NAS,toshiba-n300-nas-10000-0-sata
Seagate Exos X14,245.0,10000.0,0.025,7200,256.0,3.5,SATA,Seagate,Exos X14,seagate-exos-x14-10000-0-sata
Verbatim Vi3000,57.28,512.0,0.112,SSD,,M.2-2280,PCIe Gen4,Verbatim,Vi3000,verbatim-vi3000-512-0-pcie-gen4
Seagate FireCuda 530 w/Heatsink,179.99,1000.0,0.18,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530 w/Heatsink,seagate-firecuda-530-w-heatsink-1000-0-pcie-gen4
Western Digital Red Plus,269.0,8000.0,0.034,5640,128.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-8000-0-sata
Timetec 30TTQNS3SATA-1TB,47.99,1000.0,0.048,SSD,,2.5,SATA,Timetec,30TTQNS3SATA-1TB,timetec-30ttqns3sata-1tb-1000-0-sata
Lexar Professional NM800PRO,67.98,512.0,0.133,SSD,,M.2-2280,PCIe Gen4,Lexar,Professional NM800PRO,lexar-professional-nm800pro-512-0-pcie-gen4
Seagate Nytro Enterprise,999.95,1920.0,0.521,SSD,,2.5,SATA,Seagate,Nytro Enterprise,seagate-nytro-enterprise-1920-0-sata
Seagate Constellation ES.3,77.0,4000.0,0.019,7200,128.0,3.5,SAS 6.0 Gb/s,Seagate,Constellation ES.3,seagate-constellation-es-3-4000-0-sas-6-0-gb-s
KIOXIA BG4,24.95,256.0,0.097,SSD,,M.2-2230,PCIe Gen4,KIOXIA,BG4,kioxia-bg4-256-0-pcie-gen4
TEAMGROUP GX2,97.99,2000.0,0.049,SSD,,2.5,SATA,TEAMGROUP,GX2,teamgroup-gx2-2000-0-sata
Mushkin Helix-L,100.98,2000.0,0.05,SSD,,M.2-2280,PCIe Gen4,Mushkin,Helix-L,mushkin-helix-l-2000-0-pcie-gen4
PNY CS3150 RGB,139.99,1000.0,0.14,SSD,,M.2-2280,PCIe Gen5,PNY,CS3150 RGB,pny-cs3150-rgb-1000-0-pcie-gen5
Toshiba P300,68.31,500.0,0.137,7200,64.0,3.5,SATA,Toshiba,P300,toshiba-p300-500-0-sata
PNY CS3140,279.99,4000.0,0.07,SSD,,M.2-2280,PCIe Gen4,PNY,CS3140,pny-cs3140-4000-0-pcie-gen4
Intenso 3812440,27.03,256.0,0.106,SSD,,2.5,SATA,Intenso,3812440,intenso-3812440-256-0-sata
Lexar Professional NM800PRO,93.95,1000.0,0.094,SSD,,M.2-2280,PCIe Gen4,Lexar,Professional NM800PRO,lexar-professional-nm800pro-1000-0-pcie-gen4
Western Digital AV-GP,49.0,1500.0,0.033,5400,32.0,3.5,SATA,Western,Digital AV-GP,western-digital-av-gp-1500-0-sata
Intel 660p,400.17,2000.0,0.2,SSD,,M.2-2280,PCIe Gen4,Intel,660p,intel-660p-2000-0-pcie-gen4
Gigabyte Gen3 2500E,234.3,2000.0,0.117,SSD,,M.2-2280,PCIe Gen4,Gigabyte,Gen3 2500E,gigabyte-gen3-2500e-2000-0-pcie-gen4
Intel P3700,1850.0,1600.0,1.156,SSD,,PCIe,PCIe Gen4,Intel,P3700,intel-p3700-1600-0-pcie-gen4
Crucial MX300,299.99,1050.0,0.286,SSD,,2.5,SATA,Crucial,MX300,crucial-mx300-1050-0-sata
Kingston NV3,77.06,1000.0,0.077,SSD,,M.2-2230,PCIe Gen4,Kingston,NV3,kingston-nv3-1000-0-pcie-gen4
Toshiba MG07ACA12TE,299.0,12000.0,0.025,7200,256.0,3.5,SATA,Toshiba,MG07ACA12TE,toshiba-mg07aca12te-12000-0-sata
Seagate Exos X18,271.45,10000.0,0.027,7200,256.0,3.5,SATA,Seagate,Exos X18,seagate-exos-x18-10000-0-sata
Silicon Power A55,15.99,128.0,,SSD,,M.2-2280,SATA,Silicon,Power A55,silicon-power-a55-128-0-sata
Intel DC P3600,352.0,400.0,0.88,SSD,,PCIe,PCIe Gen4,Intel,DC P3600,intel-dc-p3600-400-0-pcie-gen4
Western Digital WDBSLA0010HNC-NRSN,39.99,1000.0,0.04,7200,,3.5,SATA,Western,Digital WDBSLA0010HNC-NRSN,western-digital-wdbsla0010hnc-nrsn-1000-0-sata
Intel D3-S4510,1395.0,7680.0,0.182,SSD,,2.5,SATA,Intel,D3-S4510,intel-d3-s4510-7680-0-sata
Western Digital WD_BLACK SN850P for PS5,349.99,4000.0,0.087,SSD,,M.2-2280,PCIe Gen4,Western,Digital WD_BLACK SN850P for PS5,western-digital-wd-black-sn850p-for-ps5-4000-0-pcie-gen4
Western Digital VelociRaptor,78.56,500.0,0.157,10000,64.0,3.5,SATA,Western,Digital VelociRaptor,western-digital-velociraptor-500-0-sata
Western Digital Purple Pro,294.0,12000.0,0.025,7200,256.0,3.5,SATA,Western,Digital Purple Pro,western-digital-purple-pro-12000-0-sata
FanXiang S101,21.99,256.0,0.086,SSD,,2.5,SATA,FanXiang,S101,fanxiang-s101-256-0-sata
Western Digital Scorpio Blue,89.0,80.0,1.113,5400,8.0,2.5,SATA,Western,Digital Scorpio Blue,western-digital-scorpio-blue-80-0-sata
Western Digital Caviar Blue,79.0,750.0,0.105,7200,32.0,3.5,SATA,Western,Digital Caviar Blue,western-digital-caviar-blue-750-0-sata
Seagate Constellation ES,40.4,1000.0,0.04,7200,64.0,3.5,SATA,Seagate,Constellation ES,seagate-constellation-es-1000-0-sata
SanDisk Ultra 3D,79.99,250.0,0.32,SSD,,2.5,SATA,SanDisk,Ultra 3D,sandisk-ultra-3d-250-0-sata
Oyen Digital E18-8TBICS6,829.0,8000.0,0.104,SSD,,M.2-2280,PCIe Gen4,Oyen,Digital E18-8TBICS6,oyen-digital-e18-8tbics6-8000-0-pcie-gen4
Mushkin Vortex Redline,169.99,2000.0,0.085,SSD,1024.0,M.2-2280,PCIe Gen4,Mushkin,Vortex Redline,mushkin-vortex-redline-2000-0-pcie-gen4
ADATA LEGEND 850 LITE,120.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 850 LITE,adata-legend-850-lite-2000-0-pcie-gen4
Seagate FireCuda 530,109.75,500.0,0.22,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530,seagate-firecuda-530-500-0-pcie-gen4
Kingston KC600,34.35,256.0,0.134,SSD,,2.5,SATA,Kingston,KC600,kingston-kc600-256-0-sata
Intel D3-S4520,1080.0,7680.0,0.141,SSD,,2.5,SATA,Intel,D3-S4520,intel-d3-s4520-7680-0-sata
Seagate Exos X24,300.99,12000.0,,7200,512.0,3.5,SATA,Seagate,Exos X24,seagate-exos-x24-12000-0-sata
Micron 1100,299.0,2000.0,0.149,SSD,,2.5,SATA,Micron,1100,micron-1100-2000-0-sata
Integral V Series 2,26.66,240.0,0.111,SSD,,2.5,SATA,Integral,V Series 2,integral-v-series-2-240-0-sata
Seagate IronWolf NAS,167.57,3000.0,0.056,5400,256.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-3000-0-sata
XOC G300,37.79,512.0,0.074,SSD,,M.2-2280,PCIe Gen4,XOC,G300,xoc-g300-512-0-pcie-gen4
Silicon Power XS70,426.8,4000.0,0.107,SSD,,M.2-2280,PCIe Gen4,Silicon,Power XS70,silicon-power-xs70-4000-0-pcie-gen4
Western Digital WDBSLA0040HNC-NRSN,119.0,4000.0,0.03,7200,64.0,3.5,SATA,Western,Digital WDBSLA0040HNC-NRSN,western-digital-wdbsla0040hnc-nrsn-4000-0-sata
Western Digital Red,127.0,2000.0,0.064,5400,256.0,3.5,SATA,Western,Digital Red,western-digital-red-2000-0-sata
ADATA LEGEND 850 LITE,49.99,500.0,0.1,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 850 LITE,adata-legend-850-lite-500-0-pcie-gen4
Western Digital Caviar Blue,98.72,1000.0,0.099,7200,32.0,3.5,SATA,Western,Digital Caviar Blue,western-digital-caviar-blue-1000-0-sata
Western Digital Green,106.53,240.0,0.444,SSD,,M.2-2280,SATA,Western,Digital Green,western-digital-green-240-0-sata
ADATA XPG SX8100,84.87,512.0,0.166,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG SX8100,adata-xpg-sx8100-512-0-pcie-gen4
Western Digital Caviar Blue,75.6,250.0,0.302,7200,8.0,3.5,SATA,Western,Digital Caviar Blue,western-digital-caviar-blue-250-0-sata
Western Digital Caviar Black,155.54,500.0,0.311,7200,32.0,3.5,SATA,Western,Digital Caviar Black,western-digital-caviar-black-500-0-sata
Silicon Power Slim S55,25.67,240.0,0.107,SSD,,2.5,SATA,Silicon,Power Slim S55,silicon-power-slim-s55-240-0-sata
Orico Y-20,209.99,4000.0,0.052,SSD,,2.5,SATA,Orico,Y-20,orico-y-20-4000-0-sata
Seagate Enterprise Capacity,274.75,10000.0,0.027,7200,256.0,3.5,SATA,Seagate,Enterprise Capacity,seagate-enterprise-capacity-10000-0-sata
Western Digital Purple,75.0,2000.0,0.037,5400,64.0,3.5,SATA,Western,Digital Purple,western-digital-purple-2000-0-sata
Transcend TS64GSSD370S,49.99,64.0,0.781,SSD,,2.5,SATA,Transcend,TS64GSSD370S,transcend-ts64gssd370s-64-0-sata
Seagate FireCuda 530 w/Heatsink,500.99,4000.0,0.125,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530 w/Heatsink,seagate-firecuda-530-w-heatsink-4000-0-pcie-gen4
Seagate FireCuda 530 w/Heatsink,99.99,500.0,0.2,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530 w/Heatsink,seagate-firecuda-530-w-heatsink-500-0-pcie-gen4
TEAMGROUP QX,32.99,512.0,0.064,SSD,,2.5,SATA,TEAMGROUP,QX,teamgroup-qx-512-0-sata
Western Digital Caviar Green,106.0,1000.0,0.106,5400,32.0,3.5,SATA,Western,Digital Caviar Green,western-digital-caviar-green-1000-0-sata
Intel 760p,128.59,512.0,0.251,SSD,,M.2-2280,PCIe Gen4,Intel,760p,intel-760p-512-0-pcie-gen4
Lexar NQ100,68.98,960.0,0.072,SSD,,2.5,SATA,Lexar,NQ100,lexar-nq100-960-0-sata
TEAMGROUP MP44S,69.99,1000.0,0.07,SSD,,M.2-2230,PCIe Gen4,TEAMGROUP,MP44S,teamgroup-mp44s-1000-0-pcie-gen4
KIOXIA EXCERIA w/Heatsink,120.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,KIOXIA,EXCERIA w/Heatsink,kioxia-exceria-w-heatsink-2000-0-pcie-gen4
Western Digital Blue,64.99,2000.0,0.032,5400,64.0,3.5,SATA,Western,Digital Blue,western-digital-blue-2000-0-sata
Lexar Professional NM800PRO,144.99,2000.0,0.072,SSD,,M.2-2280,PCIe Gen4,Lexar,Professional NM800PRO,lexar-professional-nm800pro-2000-0-pcie-gen4
Toshiba MG09 512e,316.99,16000.0,0.02,7200,512.0,3.5,SATA,Toshiba,MG09 512e,toshiba-mg09-512e-16000-0-sata
Western Digital WDS100T1XHE w/Heatsink,139.5,1000.0,0.139,SSD,,M.2-2280,PCIe Gen4,Western,Digital WDS100T1XHE w/Heatsink,western-digital-wds100t1xhe-w-heatsink-1000-0-pcie-gen4
PNY CS1311,31.91,120.0,0.266,SSD,,2.5,SATA,PNY,CS1311,pny-cs1311-120-0-sata
Intel 320,70.97,40.0,1.774,SSD,,2.5,SATA,Intel,320,intel-320-40-0-sata
Western Digital RE,57.49,1000.0,0.057,7200,64.0,3.5,SATA,Western,Digital RE,western-digital-re-1000-0-sata
Apacer AS2280Q4,113.49,1000.0,0.113,SSD,,M.2-2280,PCIe Gen4,Apacer,AS2280Q4,apacer-as2280q4-1000-0-pcie-gen4
Inland Gaming Performance Plus,139.99,2000.0,0.07,SSD,,M.2-2280,PCIe Gen4,Inland,Gaming Performance Plus,inland-gaming-performance-plus-2000-0-pcie-gen4
Western Digital Blue,158.5,6000.0,0.026,5400,64.0,3.5,SATA,Western,Digital Blue,western-digital-blue-6000-0-sata
Patriot P300,107.32,1000.0,0.107,SSD,,M.2-2280,PCIe Gen4,Patriot,P300,patriot-p300-1000-0-pcie-gen4
Samsung PM893,500.0,3840.0,0.13,SSD,,2.5,SATA,Samsung,PM893,samsung-pm893-3840-0-sata
Western Digital Red,334.45,10000.0,0.033,5400,256.0,3.5,SATA,Western,Digital Red,western-digital-red-10000-0-sata
AGI AI298,76.23,1000.0,0.076,SSD,,M.2-2280,PCIe Gen4,AGI,AI298,agi-ai298-1000-0-pcie-gen4
Western Digital Black,188.99,4000.0,0.047,7200,64.0,3.5,SATA,Western,Digital Black,western-digital-black-4000-0-sata
Seagate BarraCuda,145.99,4000.0,0.036,5900,64.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-4000-0-sata
Toshiba X300 Pro,324.44,16000.0,0.02,7200,512.0,3.5,SATA,Toshiba,X300 Pro,toshiba-x300-pro-16000-0-sata
Western Digital Purple,95.99,4000.0,0.024,5400,64.0,3.5,SATA,Western,Digital Purple,western-digital-purple-4000-0-sata
TEAMGROUP T-Force GE PRO AirFlow,218.99,2000.0,0.109,SSD,,M.2-2280,PCIe Gen5,TEAMGROUP,T-Force GE PRO AirFlow,teamgroup-t-force-ge-pro-airflow-2000-0-pcie-gen5
Seagate FireCuda 510,395.59,2000.0,0.198,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 510,seagate-firecuda-510-2000-0-pcie-gen4
Western Digital Blue,104.99,6000.0,0.017,5400,64.0,3.5,SATA,Western,Digital Blue,western-digital-blue-6000-0-sata
HP FX900 Pro,203.94,2000.0,0.102,SSD,,M.2-2280,PCIe Gen4,HP,FX900 Pro,hp-fx900-pro-2000-0-pcie-gen4
Western Digital Caviar Green,96.97,2000.0,0.048,5400,64.0,3.5,SATA,Western,Digital Caviar Green,western-digital-caviar-green-2000-0-sata
Hitachi 7K1000.C,87.76,1000.0,0.088,7200,32.0,3.5,SATA,Hitachi,7K1000.C,hitachi-7k1000-c-1000-0-sata
Hitachi A7K2000,28.99,500.0,0.058,7200,32.0,3.5,SATA,Hitachi,A7K2000,hitachi-a7k2000-500-0-sata
Seagate BarraCuda,54.0,320.0,0.169,7200,16.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-320-0-sata
Samsung PM883,96.0,480.0,0.2,SSD,,2.5,SATA,Samsung,PM883,samsung-pm883-480-0-sata
Hitachi Travelstar Z5K500,150.0,500.0,0.3,5400,8.0,2.5,SATA,Hitachi,Travelstar Z5K500,hitachi-travelstar-z5k500-500-0-sata
Seagate BarraCuda,249.58,3000.0,0.083,5400,128.0,2.5,SATA,Seagate,BarraCuda,seagate-barracuda-3000-0-sata
Sabrent Rocket Q,499.99,4000.0,0.125,SSD,,M.2-2280,PCIe Gen4,Sabrent,Rocket Q,sabrent-rocket-q-4000-0-pcie-gen4
Lenovo S4520,659.99,1920.0,,SSD,,2.5,SATA,Lenovo,S4520,lenovo-s4520-1920-0-sata
Addlink S70,106.44,2000.0,0.053,SSD,,M.2-2280,PCIe Gen4,Addlink,S70,addlink-s70-2000-0-pcie-gen4
