name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_generation,frequency_mhz,slug
G.Skill Ares 16 GB,,"4,4",,Black / Blue,11.25,9.0,DDR3,1600,g-skill-ares-16-gb-ddr3-1600
G.Skill Ares 8 GB,,"2,4",,Black / Blue,10.0,8.0,DDR3,1600,g-skill-ares-8-gb-ddr3-1600
G.Skill Ares 16 GB,,"4,4",,Black / Blue,10.0,8.0,DDR3,1600,g-skill-ares-16-gb-ddr3-1600
G.Skill Ares 16 GB,,"4,4",,Black / Orange,13.503,9.0,DDR3,1333,g-skill-ares-16-gb-ddr3-1333
G.Skill Ares 16 GB,,"4,4",,Black / Orange,10.314,11.0,DDR3,2133,g-skill-ares-16-gb-ddr3-2133
G.Skill Ares 16 GB,,"4,4",,Black / Blue,8.439,9.0,DDR3,2133,g-skill-ares-16-gb-ddr3-2133
Crucial Ballistix 12 GB,,"3,4",,Orange / White,10.503,7.0,DDR3,1333,crucial-ballistix-12-gb-ddr3-1333
G.Skill Ripjaws Z 32 GB,,"4,8",,Black / Blue,8.439,9.0,DDR3,2133,g-skill-ripjaws-z-32-gb-ddr3-2133
Crucial Ballistix 16 GB,,"2,8",,Black / Yellow,10.0,8.0,DDR3,1600,crucial-ballistix-16-gb-ddr3-1600
Crucial Ballistix 4 GB,,"1,4",,Black / Yellow,10.0,8.0,DDR3,1600,crucial-ballistix-4-gb-ddr3-1600
G.Skill F3-1333C9S-8GSA 8 GB,,"1,8",,Green,13.503,9.0,DDR3,1333,g-skill-f3-1333c9s-8gsa-8-gb-ddr3-1333
Crucial Ballistix 4 GB,,"2,2",,Black / Orange,9.646,9.0,DDR3,1866,crucial-ballistix-4-gb-ddr3-1866
Crucial Ballistix Tactical Tracer 4 GB,,"1,4",,Black / Silver,9.646,9.0,DDR3,1866,crucial-ballistix-tactical-tracer-4-gb-ddr3-1866
"Patriot Gamer 2, Division 4 Edition 32 GB",,"4,8",,Black / Blue,11.25,9.0,DDR3,1600,patriot-gamer-2-division-4-edition-32-gb-ddr3-1600
GeIL EVO CORSA 32 GB,,"8,4",,Black / Yellow,9.646,9.0,DDR3,1866,geil-evo-corsa-32-gb-ddr3-1866
Corsair Dominator GT 32 GB,,"4,8",,Black / Red,9.646,9.0,DDR3,1866,corsair-dominator-gt-32-gb-ddr3-1866
G.Skill Ripjaws Z 32 GB,,"4,8",,Black / Red,10.314,11.0,DDR3,2133,g-skill-ripjaws-z-32-gb-ddr3-2133
G.Skill Ripjaws X + Turbulence II 8 GB,,"2,4",,Black / Red,9.167,11.0,DDR3,2400,g-skill-ripjaws-x-turbulence-ii-8-gb-ddr3-2400
Crucial Ballistix Sport 6 GB,,"3,2",,Orange / White,11.25,9.0,DDR3,1600,crucial-ballistix-sport-6-gb-ddr3-1600
Kingston HyperX 8 GB,,"4,2",,Blue / Silver,9.646,9.0,DDR3,1866,kingston-hyperx-8-gb-ddr3-1866
Crucial Ballistix Elite 16 GB,,"2,8",,Black / Silver,9.646,9.0,DDR3,1866,crucial-ballistix-elite-16-gb-ddr3-1866
Crucial Ballistix Tactical Tracer 4 GB,,"1,4",,Black / Silver,9.646,9.0,DDR3,1866,crucial-ballistix-tactical-tracer-4-gb-ddr3-1866
PNY MD8192KD3-1866-X9 8 GB,,"2,4",,,9.646,9.0,DDR3,1866,pny-md8192kd3-1866-x9-8-gb-ddr3-1866
G.Skill Trident + Turbulence II 8 GB,,"2,4",,,8.333,10.0,DDR3,2400,g-skill-trident-turbulence-ii-8-gb-ddr3-2400
G.Skill Ripjaws X 16 GB,,"4,4",,Black / Blue,8.439,9.0,DDR3,2133,g-skill-ripjaws-x-16-gb-ddr3-2133
G.Skill Ripjaws Z 32 GB,,"4,8",,Black / Blue,8.333,10.0,DDR3,2400,g-skill-ripjaws-z-32-gb-ddr3-2400
PNY MD16384K4D3-1866-X9 16 GB,,"4,4",,Black / Silver,9.646,9.0,DDR3,1866,pny-md16384k4d3-1866-x9-16-gb-ddr3-1866
PNY MD8192KD3-2133-X10 8 GB,,"2,4",,Black / Silver,9.376,10.0,DDR3,2133,pny-md8192kd3-2133-x10-8-gb-ddr3-2133
G.Skill Ripjaws X 8 GB,,"4,2",,,8.574,8.0,DDR3,1866,g-skill-ripjaws-x-8-gb-ddr3-1866
G.Skill Ripjaws Z 64 GB,,"8,8",,Black / Red,10.314,11.0,DDR3,2133,g-skill-ripjaws-z-64-gb-ddr3-2133
PNY MD16384K4D3-1600-X9 16 GB,,"4,4",,,11.25,9.0,DDR3,1600,pny-md16384k4d3-1600-x9-16-gb-ddr3-1600
PNY MD16384K4D3-2133-X10 16 GB,,"4,4",,Black / Red,9.376,10.0,DDR3,2133,pny-md16384k4d3-2133-x10-16-gb-ddr3-2133
G.Skill Ripjaws X 32 GB,,"4,8",,Black / Blue,8.439,9.0,DDR3,2133,g-skill-ripjaws-x-32-gb-ddr3-2133
Mushkin Blackline 32 GB,,"4,8",,Black,12.5,10.0,DDR3,1600,mushkin-blackline-32-gb-ddr3-1600
Mushkin Blackline 16 GB,,"2,8",,Black / Silver,12.5,10.0,DDR3,1600,mushkin-blackline-16-gb-ddr3-1600
Mushkin Redline 8 GB,,"2,4",,,8.75,7.0,DDR3,1600,mushkin-redline-8-gb-ddr3-1600
Mushkin Redline 12 GB,,"3,4",,,8.75,7.0,DDR3,1600,mushkin-redline-12-gb-ddr3-1600
Mushkin Blackline 16 GB,,"2,8",,Black,11.25,9.0,DDR3,1600,mushkin-blackline-16-gb-ddr3-1600
Mushkin Blackline 32 GB,,"4,8",,Black,11.25,9.0,DDR3,1600,mushkin-blackline-32-gb-ddr3-1600
Mushkin Redline 16 GB,,"4,4",,,8.75,7.0,DDR3,1600,mushkin-redline-16-gb-ddr3-1600
Mushkin Redline 16 GB,,"4,4",,,9.646,9.0,DDR3,1866,mushkin-redline-16-gb-ddr3-1866
Mushkin Redline 12 GB,,"3,4",,,9.646,9.0,DDR3,1866,mushkin-redline-12-gb-ddr3-1866
Crucial Ballistix Tactical Tracer 8 GB,,"2,4",,Black / Silver,9.646,9.0,DDR3,1866,crucial-ballistix-tactical-tracer-8-gb-ddr3-1866
GeIL EVO CORSA 32 GB,,"8,4",,,9.376,10.0,DDR3,2133,geil-evo-corsa-32-gb-ddr3-2133
GeIL EVO CORSA 32 GB,,"8,4",,,11.25,9.0,DDR3,1600,geil-evo-corsa-32-gb-ddr3-1600
GeIL Value PLUS 8 GB,,"1,8",,Black / Silver,13.503,9.0,DDR3,1333,geil-value-plus-8-gb-ddr3-1333
GeIL Value PLUS 16 GB,,"2,8",,Black / Silver,13.503,9.0,DDR3,1333,geil-value-plus-16-gb-ddr3-1333
GeIL Value PLUS 16 GB,,"2,8",,Black / Silver,12.5,10.0,DDR3,1600,geil-value-plus-16-gb-ddr3-1600
GeIL Value PLUS 8 GB,,"1,8",,Black / Silver,12.5,10.0,DDR3,1600,geil-value-plus-8-gb-ddr3-1600
GeIL EVO CORSA 16 GB,,"2,8",,,9.167,11.0,DDR3,2400,geil-evo-corsa-16-gb-ddr3-2400
Wintec Value 8 GB,,"1,8",,,13.503,9.0,DDR3,1333,wintec-value-8-gb-ddr3-1333
Crucial Ballistix 2 GB,,"1,2",,Black / Yellow,9.646,9.0,DDR3,1866,crucial-ballistix-2-gb-ddr3-1866
"Patriot Viper Xtreme Series, Division Vi 8 GB",87.38,"2,4",10.922,Black / Silver,10.314,11.0,DDR3,2133,patriot-viper-xtreme-series-division-vi-8-gb-ddr3-2133
Mushkin Redline 8 GB,,"2,4",,,9.646,9.0,DDR3,1866,mushkin-redline-8-gb-ddr3-1866
Mushkin Redline 16 GB,,"4,4",,,9.646,9.0,DDR3,1866,mushkin-redline-16-gb-ddr3-1866
Mushkin Redline 12 GB,,"3,4",,,9.646,9.0,DDR3,1866,mushkin-redline-12-gb-ddr3-1866
Mushkin Redline 8 GB,,"2,4",,,8.75,7.0,DDR3,1600,mushkin-redline-8-gb-ddr3-1600
Mushkin Redline 16 GB,,"4,4",,,8.75,7.0,DDR3,1600,mushkin-redline-16-gb-ddr3-1600
Mushkin Redline 12 GB,,"3,4",,,8.75,7.0,DDR3,1600,mushkin-redline-12-gb-ddr3-1600
Mushkin Redline 8 GB,,"2,4",,,9.646,9.0,DDR3,1866,mushkin-redline-8-gb-ddr3-1866
GeIL EVO CORSA 32 GB,,"4,8",,Black / Yellow,11.25,9.0,DDR3,1600,geil-evo-corsa-32-gb-ddr3-1600
ADATA Premier 16 GB,,"2,8",,Black / Red,13.75,11.0,DDR3,1600,adata-premier-16-gb-ddr3-1600
Wintec Value 16 GB,,"2,8",,Green,13.503,9.0,DDR3,1333,wintec-value-16-gb-ddr3-1333
G.Skill F3-1600C10S-8GSQ 8 GB,,"1,8",,Green,12.5,10.0,DDR3,1600,g-skill-f3-1600c10s-8gsq-8-gb-ddr3-1600
G.Skill F3-1600C10D-16GSQ 16 GB,37.93,"2,8",2.371,Green,12.5,10.0,DDR3,1600,g-skill-f3-1600c10d-16gsq-16-gb-ddr3-1600
G.Skill F3-1600C11S-8GSQ 8 GB,,"1,8",,Green,13.75,11.0,DDR3,1600,g-skill-f3-1600c11s-8gsq-8-gb-ddr3-1600
G.Skill F3-1600C11D-16GSQ 16 GB,,"2,8",,Green,13.75,11.0,DDR3,1600,g-skill-f3-1600c11d-16gsq-16-gb-ddr3-1600
Crucial Ballistix 8 GB,,"1,8",,Black / Orange,10.0,8.0,DDR3,1600,crucial-ballistix-8-gb-ddr3-1600
Corsair Vengeance 16 GB,,"2,8",,Black / Silver,9.646,9.0,DDR3,1866,corsair-vengeance-16-gb-ddr3-1866
G.Skill Trident X 8 GB,,"2,4",,Black / Red,7.692,10.0,DDR3,2600,g-skill-trident-x-8-gb-ddr3-2600
GeIL EVO CORSA 32 GB,,"4,8",,,9.167,11.0,DDR3,2400,geil-evo-corsa-32-gb-ddr3-2400
Crucial Ballistix 12 GB,,"3,4",,Black / Yellow,10.0,8.0,DDR3,1600,crucial-ballistix-12-gb-ddr3-1600
Crucial Ballistix Elite 8 GB,,"1,8",,Black / Silver,9.646,9.0,DDR3,1866,crucial-ballistix-elite-8-gb-ddr3-1866
Wintec Value 16 GB,,"2,8",,Green,13.75,11.0,DDR3,1600,wintec-value-16-gb-ddr3-1600
G.Skill Trident X 16 GB,,"4,4",,Black / Red,8.252,11.0,DDR3,2666,g-skill-trident-x-16-gb-ddr3-2666
G.Skill Trident X 16 GB,,"4,4",,Black / Red,7.692,10.0,DDR3,2600,g-skill-trident-x-16-gb-ddr3-2600
GeIL EVO CORSA 16 GB,,"2,8",,Black / Yellow,9.646,9.0,DDR3,1866,geil-evo-corsa-16-gb-ddr3-1866
G.Skill Ripjaws Z 16 GB,,"4,4",,Black / Blue,8.333,10.0,DDR3,2400,g-skill-ripjaws-z-16-gb-ddr3-2400
Crucial Ballistix 8 GB,,"4,2",,,11.25,9.0,DDR3,1600,crucial-ballistix-8-gb-ddr3-1600
ADATA Premier 16 GB,,"2,8",,Blue,13.75,11.0,DDR3,1600,adata-premier-16-gb-ddr3-1600
Crucial Ballistix Elite 6 GB,,"3,2",,Black / Silver,10.0,8.0,DDR3,1600,crucial-ballistix-elite-6-gb-ddr3-1600
GeIL GS38GB1600C10SC 8 GB,,"1,8",,Green,12.5,10.0,DDR3,1600,geil-gs38gb1600c10sc-8-gb-ddr3-1600
GeIL GS316GB1600C10DC 16 GB,,"2,8",,Green,12.5,10.0,DDR3,1600,geil-gs316gb1600c10dc-16-gb-ddr3-1600
Kingston KHX2400C11D3K4/8GX 8 GB,,"4,2",,Blue / Silver,9.167,11.0,DDR3,2400,kingston-khx2400c11d3k4-8gx-8-gb-ddr3-2400
AMD Entertainment Edition 2 GB,,"1,2",,Black,13.503,9.0,DDR3,1333,amd-entertainment-edition-2-gb-ddr3-1333
AMD Entertainment Edition 4 GB,,"1,4",,Black,13.503,9.0,DDR3,1333,amd-entertainment-edition-4-gb-ddr3-1333
AMD Entertainment Edition 2 GB,,"1,2",,Black,13.75,11.0,DDR3,1600,amd-entertainment-edition-2-gb-ddr3-1600
AMD Entertainment Edition 4 GB,,"1,4",,Black,13.75,11.0,DDR3,1600,amd-entertainment-edition-4-gb-ddr3-1600
GeIL EVO CORSA 8 GB,,"2,4",,Black / Yellow,10.314,11.0,DDR3,2133,geil-evo-corsa-8-gb-ddr3-2133
GeIL EVO CORSA 16 GB,,"2,8",,,10.314,11.0,DDR3,2133,geil-evo-corsa-16-gb-ddr3-2133
Corsair XMS 16 GB,,"2,8",,,12.5,10.0,DDR3,1600,corsair-xms-16-gb-ddr3-1600
ADATA XPG Gaming 16 GB,,"2,8",,Gray / Silver,9.376,10.0,DDR3,2133,adata-xpg-gaming-16-gb-ddr3-2133
ADATA XPG Gaming 8 GB,,"2,4",,,9.376,10.0,DDR3,2133,adata-xpg-gaming-8-gb-ddr3-2133
GeIL EVO CORSA 32 GB,,"4,8",,,8.333,10.0,DDR3,2400,geil-evo-corsa-32-gb-ddr3-2400
Kingston KHX16C9/8 8 GB,,"1,8",,Blue / Silver,11.25,9.0,DDR3,1600,kingston-khx16c9-8-8-gb-ddr3-1600
Corsair Vengeance 16 GB,181.36,"4,4",11.335,Black / Red,8.439,9.0,DDR3,2133,corsair-vengeance-16-gb-ddr3-2133
Corsair Vengeance 16 GB,,"4,4",,Black / Blue,8.439,9.0,DDR3,2133,corsair-vengeance-16-gb-ddr3-2133
Corsair XMS 16 GB,,"2,8",,Black / Blue,11.25,9.0,DDR3,1600,corsair-xms-16-gb-ddr3-1600
Kingston KHX18C9T1K4/16X 16 GB,,"4,4",,Blue,9.646,9.0,DDR3,1866,kingston-khx18c9t1k4-16x-16-gb-ddr3-1866
Kingston KHX21C11T1K2/16X 16 GB,,"2,8",,Black,10.314,11.0,DDR3,2133,kingston-khx21c11t1k2-16x-16-gb-ddr3-2133
Kingston KHX24C11T1K2/8X 8 GB,,"2,4",,Blue,9.167,11.0,DDR3,2400,kingston-khx24c11t1k2-8x-8-gb-ddr3-2400
"Patriot Viper Xtreme Series, Division 2 8 GB",,"2,4",,Black / Silver,9.167,11.0,DDR3,2400,patriot-viper-xtreme-series-division-2-8-gb-ddr3-2400
Kingston KHX21C11T1BK2/16X 16 GB,,"2,8",,,10.314,11.0,DDR3,2133,kingston-khx21c11t1bk2-16x-16-gb-ddr3-2133
Kingston KHX21C11T1BK2/8X 8 GB,,"2,4",,Black,10.314,11.0,DDR3,2133,kingston-khx21c11t1bk2-8x-8-gb-ddr3-2133
Mushkin Essentials 8 GB,,"1,8",,Green,13.75,11.0,DDR3,1600,mushkin-essentials-8-gb-ddr3-1600
Mushkin Essentials 16 GB,50.68,"2,8",3.167,Green,13.75,11.0,DDR3,1600,mushkin-essentials-16-gb-ddr3-1600
GeIL EVO CORSA 16 GB,,"4,4",,Black / Yellow,10.314,11.0,DDR3,2133,geil-evo-corsa-16-gb-ddr3-2133
Kingston KHX2133C11D3W1K2/8GX 8 GB,,"2,4",,Black / Silver,10.314,11.0,DDR3,2133,kingston-khx2133c11d3w1k2-8gx-8-gb-ddr3-2133
Mushkin Redline 32 GB,,"4,8",,Red,10.718,10.0,DDR3,1866,mushkin-redline-32-gb-ddr3-1866
Mushkin Redline 32 GB,,"4,8",,Red,10.718,10.0,DDR3,1866,mushkin-redline-32-gb-ddr3-1866
Mushkin Redline 16 GB,,"2,8",,,10.718,10.0,DDR3,1866,mushkin-redline-16-gb-ddr3-1866
Mushkin Redline 16 GB,,"2,8",,,10.718,10.0,DDR3,1866,mushkin-redline-16-gb-ddr3-1866
Kingston KHX24C11K4/16X 16 GB,,"4,4",,Blue / Silver,9.167,11.0,DDR3,2400,kingston-khx24c11k4-16x-16-gb-ddr3-2400
Kingston KHX21C11T1K2/8X 8 GB,,"2,4",,Blue,10.314,11.0,DDR3,2133,kingston-khx21c11t1k2-8x-8-gb-ddr3-2133
Kingston KVR16S11/2 2 GB,,"1,2",,,13.75,11.0,DDR3,1600,kingston-kvr16s11-2-2-gb-ddr3-1600
GeIL EVO VELOCE 8 GB,,"2,4",,Red / Silver,11.25,9.0,DDR3,1600,geil-evo-veloce-8-gb-ddr3-1600
GeIL EVO VELOCE 16 GB,,"2,8",,Red / Silver,13.503,9.0,DDR3,1333,geil-evo-veloce-16-gb-ddr3-1333
GeIL EVO VELOCE 16 GB,,"2,8",,Red / Silver,11.25,9.0,DDR3,1600,geil-evo-veloce-16-gb-ddr3-1600
GeIL EVO VELOCE 16 GB,,"2,8",,Red / Silver,12.5,10.0,DDR3,1600,geil-evo-veloce-16-gb-ddr3-1600
GeIL EVO VELOCE 16 GB,,"4,4",,,11.25,9.0,DDR3,1600,geil-evo-veloce-16-gb-ddr3-1600
"Patriot Viper Xtreme Series, Division 2 16 GB",,"2,8",,Black / Silver,9.646,9.0,DDR3,1866,patriot-viper-xtreme-series-division-2-16-gb-ddr3-1866
Kingston KHX16C9P1K2/16 16 GB,,"2,8",,Black / Silver,11.25,9.0,DDR3,1600,kingston-khx16c9p1k2-16-16-gb-ddr3-1600
Kingston KHX16S9P1K2/16 16 GB,,"2,8",,Gray / Silver,11.25,9.0,DDR3,1600,kingston-khx16s9p1k2-16-16-gb-ddr3-1600
G.Skill Trident X 16 GB,,"2,8",,,8.462,11.0,DDR3,2600,g-skill-trident-x-16-gb-ddr3-2600
Corsair Dominator Platinum 8 GB,,"2,4",,,8.439,9.0,DDR3,2133,corsair-dominator-platinum-8-gb-ddr3-2133
Corsair Vengeance 16 GB,147.44,"4,4",9.215,Black / Blue,9.646,9.0,DDR3,1866,corsair-vengeance-16-gb-ddr3-1866
GeIL EVO Leggara 16 GB,,"2,8",,Black / Green,12.5,10.0,DDR3,1600,geil-evo-leggara-16-gb-ddr3-1600
GeIL EVO Leggara 16 GB,,"2,8",,Black / Green,10.314,11.0,DDR3,2133,geil-evo-leggara-16-gb-ddr3-2133
Corsair Dominator Platinum 8 GB,,"2,4",,Black / Silver,11.25,9.0,DDR3,1600,corsair-dominator-platinum-8-gb-ddr3-1600
GeIL EVO Leggara 8 GB,,"2,4",,Black / Green,9.646,9.0,DDR3,1866,geil-evo-leggara-8-gb-ddr3-1866
GeIL EVO Leggara 16 GB,,"2,8",,Black / Green,10.718,10.0,DDR3,1866,geil-evo-leggara-16-gb-ddr3-1866
GeIL EVO Leggara 8 GB,,"2,4",,Black / Green,10.314,11.0,DDR3,2133,geil-evo-leggara-8-gb-ddr3-2133
Crucial CT2K2G3S1339M 4 GB,,"2,2",,Green,13.503,9.0,DDR3,1333,crucial-ct2k2g3s1339m-4-gb-ddr3-1333
Crucial CT2K4G3S1339M 8 GB,45.1,"2,4",5.638,Green,13.503,9.0,DDR3,1333,crucial-ct2k4g3s1339m-8-gb-ddr3-1333
GeIL EVO Leggara 16 GB,,"4,4",,,11.25,9.0,DDR3,1600,geil-evo-leggara-16-gb-ddr3-1600
Corsair Vengeance LP 16 GB,,"4,4",,Black / Blue,8.439,9.0,DDR3,2133,corsair-vengeance-lp-16-gb-ddr3-2133
GeIL EVO Leggara 8 GB,,"2,4",,,9.167,11.0,DDR3,2400,geil-evo-leggara-8-gb-ddr3-2400
GeIL EVO Leggara 32 GB,,"4,8",,,8.333,10.0,DDR3,2400,geil-evo-leggara-32-gb-ddr3-2400
Kingston KVR13N9S8H/4 4 GB,32.77,"1,4",8.193,,13.503,9.0,DDR3,1333,kingston-kvr13n9s8h-4-4-gb-ddr3-1333
GeIL EVO Leggara 8 GB,,"2,4",,Black / Green,11.25,9.0,DDR3,1600,geil-evo-leggara-8-gb-ddr3-1600
GeIL EVO Leggara 16 GB,,"2,8",,Black / Green,11.25,9.0,DDR3,1600,geil-evo-leggara-16-gb-ddr3-1600
Patriot Viper 3 8 GB,,"2,4",,Black / Silver,10.314,11.0,DDR3,2133,patriot-viper-3-8-gb-ddr3-2133
Patriot Viper 3 32 GB,,"4,8",,Black / Silver,12.5,10.0,DDR3,1600,patriot-viper-3-32-gb-ddr3-1600
Patriot Viper 3 8 GB,,"2,4",,Black / Silver,9.646,9.0,DDR3,1866,patriot-viper-3-8-gb-ddr3-1866
Patriot Viper 3 16 GB,,"2,8",,Black / Silver,10.314,11.0,DDR3,2133,patriot-viper-3-16-gb-ddr3-2133
Patriot Viper 3 32 GB,,"4,8",,Black / Silver,10.314,11.0,DDR3,2133,patriot-viper-3-32-gb-ddr3-2133
GeIL EVO VELOCE 32 GB,,"4,8",,Red / Silver,10.718,10.0,DDR3,1866,geil-evo-veloce-32-gb-ddr3-1866
Kingston KHX16C10B1K2/16X 16 GB,,"2,8",,Blue / Silver,12.5,10.0,DDR3,1600,kingston-khx16c10b1k2-16x-16-gb-ddr3-1600
G.Skill Sniper Gaming 16 GB,,"2,8",,Black / Red,11.25,9.0,DDR3,1600,g-skill-sniper-gaming-16-gb-ddr3-1600
GeIL EVO Leggara 16 GB,,"4,4",,,9.167,11.0,DDR3,2400,geil-evo-leggara-16-gb-ddr3-2400
Kingston KVR1333D3S8N9HK2/4G 4 GB,,"2,2",,Green,13.503,9.0,DDR3,1333,kingston-kvr1333d3s8n9hk2-4g-4-gb-ddr3-1333
Mushkin Blackline 16 GB,,"2,8",,Black,11.79,11.0,DDR3,1866,mushkin-blackline-16-gb-ddr3-1866
Mushkin Blackline 32 GB,,"4,8",,Black,11.25,9.0,DDR3,1600,mushkin-blackline-32-gb-ddr3-1600
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"2,8",,Black / Blue,10.718,10.0,DDR3,1866,patriot-intel-extreme-master-limited-ed-16-gb-ddr3-1866
"Patriot Intel Extreme Master, Limited Ed 8 GB",,"2,4",,Black / Blue,11.25,9.0,DDR3,1600,patriot-intel-extreme-master-limited-ed-8-gb-ddr3-1600
"Patriot Intel Extreme Master, Limited Ed 8 GB",,"2,4",,Black / Blue,9.646,9.0,DDR3,1866,patriot-intel-extreme-master-limited-ed-8-gb-ddr3-1866
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"2,8",,Black / Blue,11.25,9.0,DDR3,1600,patriot-intel-extreme-master-limited-ed-16-gb-ddr3-1600
Mushkin Blackline 16 GB,,"2,8",,Black,11.79,11.0,DDR3,1866,mushkin-blackline-16-gb-ddr3-1866
GeIL EVO Leggara 16 GB,,"2,8",,Red / Silver,13.503,9.0,DDR3,1333,geil-evo-leggara-16-gb-ddr3-1333
Kingston KVR1333D3N9HK3/12G 12 GB,,"3,4",,Green,13.503,9.0,DDR3,1333,kingston-kvr1333d3n9hk3-12g-12-gb-ddr3-1333
Patriot Viper 3 16 GB,,"4,4",,Black / Silver,11.25,9.0,DDR3,1600,patriot-viper-3-16-gb-ddr3-1600
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"4,4",,Black / Blue,11.25,9.0,DDR3,1600,patriot-intel-extreme-master-limited-ed-16-gb-ddr3-1600
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"4,4",,Black / Blue,9.646,9.0,DDR3,1866,patriot-intel-extreme-master-limited-ed-16-gb-ddr3-1866
"Patriot Intel Extreme Master, Limited Ed 32 GB",,"4,8",,Black / Blue,10.718,10.0,DDR3,1866,patriot-intel-extreme-master-limited-ed-32-gb-ddr3-1866
G.Skill Trident 8 GB,,"2,4",,Black / Red,8.333,10.0,DDR3,2400,g-skill-trident-8-gb-ddr3-2400
G.Skill Ripjaws Z 32 GB,,"4,8",,Black / Red,10.314,11.0,DDR3,2133,g-skill-ripjaws-z-32-gb-ddr3-2133
G.Skill Trident 16 GB,,"4,4",,Black / Red,8.333,10.0,DDR3,2400,g-skill-trident-16-gb-ddr3-2400
GeIL EVO VELOCE 32 GB,,"4,8",,Red / Silver,13.503,9.0,DDR3,1333,geil-evo-veloce-32-gb-ddr3-1333
GeIL EVO VELOCE 32 GB,,"4,8",,Red / Silver,12.5,10.0,DDR3,1600,geil-evo-veloce-32-gb-ddr3-1600
Corsair Dominator Platinum 16 GB,,"2,8",,Black / Silver,9.646,9.0,DDR3,1866,corsair-dominator-platinum-16-gb-ddr3-1866
Corsair Dominator Platinum 8 GB,,"2,4",,Black / Silver,8.439,9.0,DDR3,2133,corsair-dominator-platinum-8-gb-ddr3-2133
Corsair Dominator Platinum 16 GB,,"4,4",,Black / Silver,8.439,9.0,DDR3,2133,corsair-dominator-platinum-16-gb-ddr3-2133
Kingston Blu Red 4 GB,,"2,2",,Red / Silver,13.503,9.0,DDR3,1333,kingston-blu-red-4-gb-ddr3-1333
Kingston XMP Blu Red 4 GB,,"2,2",,Red / Silver,11.25,9.0,DDR3,1600,kingston-xmp-blu-red-4-gb-ddr3-1600
Kingston Predator 8 GB,,"2,4",,,11.25,9.0,DDR3,1600,kingston-predator-8-gb-ddr3-1600
Kingston Predator 8 GB,,"2,4",,,9.646,9.0,DDR3,1866,kingston-predator-8-gb-ddr3-1866
Kingston Predator 8 GB,,"2,4",,,9.167,11.0,DDR3,2400,kingston-predator-8-gb-ddr3-2400
Corsair Dominator Platinum 32 GB,,"4,8",,Black / Silver,9.646,9.0,DDR3,1866,corsair-dominator-platinum-32-gb-ddr3-1866
Corsair Vengeance 16 GB,,"4,4",,Black / Red,7.5,9.0,DDR3,2400,corsair-vengeance-16-gb-ddr3-2400
"Patriot Intel Extreme Master, Limited Ed 32 GB",,"4,8",,Black / Blue,11.25,9.0,DDR3,1600,patriot-intel-extreme-master-limited-ed-32-gb-ddr3-1600
Corsair Dominator Platinum 32 GB,,"4,8",,Black / Silver,11.25,9.0,DDR3,1600,corsair-dominator-platinum-32-gb-ddr3-1600
Kingston Blu Red 4 GB,,"1,4",,Red / Silver,13.503,9.0,DDR3,1333,kingston-blu-red-4-gb-ddr3-1333
Kingston Blu Red 8 GB,,"1,8",,Red / Silver,12.5,10.0,DDR3,1600,kingston-blu-red-8-gb-ddr3-1600
Kingston Blu Red 16 GB,,"2,8",,,12.5,10.0,DDR3,1600,kingston-blu-red-16-gb-ddr3-1600
Kingston Blu Red 8 GB,,"2,4",,,11.25,9.0,DDR3,1600,kingston-blu-red-8-gb-ddr3-1600
Kingston Blu Red 8 GB,,"2,4",,Red / Silver,13.503,9.0,DDR3,1333,kingston-blu-red-8-gb-ddr3-1333
Kingston KHX16C9K2/16X 16 GB,,"2,8",,Blue / Silver,11.25,9.0,DDR3,1600,kingston-khx16c9k2-16x-16-gb-ddr3-1600
Mushkin Redline 16 GB,,"4,4",,,8.333,10.0,DDR3,2400,mushkin-redline-16-gb-ddr3-2400
Mushkin Redline 8 GB,,"2,4",,,8.333,10.0,DDR3,2400,mushkin-redline-8-gb-ddr3-2400
GeIL EVO Leggara 32 GB,,"4,8",,Black / Green,13.503,9.0,DDR3,1333,geil-evo-leggara-32-gb-ddr3-1333
Mushkin Essentials 8 GB,,"2,4",,Green,13.503,9.0,DDR3,1333,mushkin-essentials-8-gb-ddr3-1333
Mushkin Essentials 16 GB,,"2,8",,Green,13.503,9.0,DDR3,1333,mushkin-essentials-16-gb-ddr3-1333
AMD Entertainment Edition 8 GB,,"1,8",,Black / Red,13.503,9.0,DDR3,1333,amd-entertainment-edition-8-gb-ddr3-1333
Mushkin Silverline 16 GB,,"2,8",,Gray / Silver,13.75,11.0,DDR3,1600,mushkin-silverline-16-gb-ddr3-1600
Mushkin Silverline 32 GB,,"4,8",,Gray / Silver,13.75,11.0,DDR3,1600,mushkin-silverline-32-gb-ddr3-1600
Crucial CT25664BC1067T 2 GB,,"1,2",,Green,13.133,7.0,DDR3,1066,crucial-ct25664bc1067t-2-gb-ddr3-1066
Crucial CT2K4G3S1067M 8 GB,39.99,"2,4",4.999,Green,13.133,7.0,DDR3,1066,crucial-ct2k4g3s1067m-8-gb-ddr3-1066
